index,budget,genres,original_language,original_title,overview,revenue,status,title,vote_average,vote_count,director
1621,19000000,Comedy,en,Dumb and Dumberer: When Harry Met Lloyd,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.",39267515,Released,Dumb and Dumberer: When Harry Met Lloyd,4.1,210,Troy Miller
1622,30000000,Comedy Drama,en,Bulworth,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,29202884,Released,Bulworth,6.3,66,Warren Beatty
1625,30000000,Action Crime Science Fiction Thriller,en,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",24048000,Released,Virtuosity,5.4,163,Brett Leonard
1628,30000000,Action Thriller,en,Sanctum,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?",108609310,Released,Sanctum,5.8,339,Alister Grierson
1629,35000000,Comedy Romance Drama,en,Little Black Book,"Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.",22034832,Released,Little Black Book,5.2,112,Nick Hurran
1630,30000000,Comedy,en,The Five-Year Engagement,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",53909751,Released,The Five-Year Engagement,5.7,457,Nicholas Stoller
1631,30000000,Comedy Drama,en,Mr. 3000,"Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",21800302,Released,Mr. 3000,5,66,Charles Stone III
1632,30000000,Romance Drama Thriller Crime,en,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",51148651,Released,The Next Three Days,6.9,905,Paul Haggis
1633,30000000,Science Fiction Action Thriller,en,Ultraviolet,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",31070211,Released,Ultraviolet,4.8,458,Kurt Wimmer
1634,30000000,Thriller,en,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",35294470,Released,Assault on Precinct 13,6,311,Jean-Fran\u00e7ois Richet
1635,30000000,Action Drama Crime Thriller,en,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",19204929,Released,The Replacement Killers,6,127,Antoine Fuqua
1636,25000000,Action Comedy Thriller,en,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",17193231,Released,Fled,5.2,47,Kevin Hooks
1638,30000000,Drama Comedy Romance,en,Love & Other Drugs,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",102820008,Released,Love & Other Drugs,6.6,1233,Edward Zwick
1639,30000000,Crime Mystery Thriller,en,88 Minutes,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",16930884,Released,88 Minutes,5.7,313,Jon Avnet
1640,35000000,Drama,en,North Country,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",25224242,Released,North Country,6.8,125,Niki Caro
1641,40000000,Comedy Thriller Crime,en,The Whole Ten Yards,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",26155781,Released,The Whole Ten Yards,5.5,278,Howard Deutch
1643,37000000,Comedy Fantasy Science Fiction,en,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,37962774,Released,Howard the Duck,5.1,221,Willard Huyck
1644,30000000,Thriller Crime Drama,en,Pride and Glory,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",31148328,Released,Pride and Glory,6.3,240,Gavin O'Connor
1645,30000000,Action Adventure Horror Thriller,en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",15007991,Released,The Cave,5.1,202,Bruce Hunt
1646,30000000,Comedy Romance,en,Alex & Emma,"Writer Alex Sheldon (Luke Wilson) must finish his novel within a month. If he doesn't, he won't get paid. And, if that happens, angry Mafia types to whom he owes money will come looking for him. In order to expedite things, Alex hires typist Emma Dinsmore (Kate Hudson) and begins dictating his novel. The book is about a doomed love affair between a character similar to Alex and a character named Polina Delacroix (Sophie Marceau). But, as Alex falls for Emma, his work takes a different turn.",15368897,Released,Alex & Emma,5,68,Rob Reiner
1647,30000000,Drama Mystery Romance Thriller,en,Wicker Park,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",13001257,Released,Wicker Park,6.7,157,Paul McGuigan
1648,17000000,Horror Comedy,en,Fright Night,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.",24922237,Released,Fright Night,6,603,Craig Gillespie
1649,30000000,Drama History Romance,en,The New World,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,30536013,Released,The New World,6.4,330,Terrence Malick
1654,25000000,Drama Horror Science Fiction Thriller,en,Godsend,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",30114487,Released,Godsend,4.7,114,Nick Hamm
1656,30000000,Comedy Animation Family,en,Hoodwinked Too! Hood VS. Evil,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",13521829,Released,Hoodwinked Too! Hood VS. Evil,4.8,131,Mike Disa
1657,30000000,Drama,en,An Unfinished Life,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.",18618284,Released,An Unfinished Life,6.7,161,Lasse Hallstr\u00f6m
1658,30000000,Adventure Fantasy Mystery,en,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,64352607,Released,The Imaginarium of Doctor Parnassus,6.3,869,Terry Gilliam
1659,30000000,Comedy Drama,en,Barney's Version,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",8454301,Released,Barney's Version,7.2,129,Richard J. Lewis
1660,30000000,Crime Thriller Drama,en,Runner Runner,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",62616646,Released,Runner Runner,5.5,543,Brad Furman
1661,30000000,Action Crime Drama,en,Antitrust,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,18195610,Released,Antitrust,5.8,153,Peter Howitt
1662,18000000,War,en,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",26828365,Released,Glory,7.4,383,Edward Zwick
1668,30000000,Drama Family Romance,en,Miss Potter,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness and success.",35078241,Released,Miss Potter,6.3,141,Chris Noonan
1670,21000000,Adventure Action Thriller,en,DOA: Dead or Alive,Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire.,480314,Released,DOA: Dead or Alive,5,205,Corey Yuen Kwai
1671,30000000,Action Drama Western,en,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",14711793,Released,The Assassination of Jesse James by the Coward Robert Ford,7,776,Andrew Dominik
1675,30000000,Action Thriller Crime,en,Machine Gun Preacher,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",2527904,Released,Machine Gun Preacher,6.4,286,Marc Forster
1682,19000000,Adventure Animation Comedy Fantasy,en,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",140752617,Released,Sausage Party,5.6,2238,Conrad Vernon
1683,29000000,Comedy Music,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",287506194,Released,Pitch Perfect 2,6.8,1940,Elizabeth Banks
1684,28000000,Drama Music Romance,en,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",186438883,Released,Walk the Line,7.3,718,James Mangold
1685,30000000,Comedy,en,Keeping the Faith,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",37036004,Released,Keeping the Faith,5.9,159,Edward Norton
1688,30000000,Comedy Crime Drama Romance Thriller,en,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",33013805,Released,Confessions of a Dangerous Mind,6.6,275,George Clooney
1689,29000000,Comedy Romance,en,Serving Sara,"Serving Sara is a 2002 romantic comedy film which stars Matthew Perry, Elizabeth Hurley and Bruce Campbell. Joe Tyler (Perry) is a process server who is given the assignment to serve Sara Moore (Hurley) with divorce papers.",16930185,Released,Serving Sara,5,85,Reginald Hudlin
1690,29000000,Comedy,en,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",78636257,Released,The Boss,5.5,431,Ben Falcone
1693,12000000,Drama Horror Comedy,en,Seed of Chucky,"The killer doll is back! The all-new film is the fifth in the popular series of Chucky (""Child's Play"") horror comedies. Making his directorial debut is the franchise creator and writer of all five films, Don Mancini. The film introduces Glen (voiced by ""The Lord of the Rings"" star Billy Boyd), the orphan doll offspring of the irrepressible devilish-doll-come-to-life Chucky (again voiced by series",24829644,Released,Seed of Chucky,4.9,287,Don Mancini
1694,29000000,Drama Mystery Thriller Fantasy,en,The Jacket,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",21126225,Released,The Jacket,6.8,455,John Maybury
1695,28000000,Animation Family Comedy Adventure Fantasy,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",504050219,Released,Aladdin,7.4,3416,Ron Clements
1696,28000000,Drama Music,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",201634991,Released,Straight Outta Compton,7.7,1355,F. Gary Gray
1697,28000000,Adventure Action,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",333000000,Released,Indiana Jones and the Temple of Doom,7.1,2781,Steven Spielberg
1698,30000000,Animation Family,en,The Rugrats Movie,"Tommy faces responsibility when Dil, his new baby brother, is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from, the hospital, but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?",100491683,Released,The Rugrats Movie,5.7,147,Norton Virgien
1699,60000000,Crime Mystery Thriller Action,en,Along Came a Spider,"When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",105178561,Released,Along Came a Spider,6.1,400,Lee Tamahori
1700,29000000,Comedy Drama,en,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",48902953,Released,Florence Foster Jenkins,6.6,392,Stephen Frears
1701,29000000,Action,en,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",98185582,Released,Once Upon a Time in Mexico,6.2,594,Robert Rodriguez
1702,28000000,Action Thriller,en,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",140767956,Released,Die Hard,7.5,3948,John McTiernan
1703,28000000,Comedy,en,Role Models,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",92380927,Released,Role Models,6.4,564,David Wain
1704,28000000,Comedy Drama,en,The Big Short,The men who made millions from a global economic meltdown.,133346506,Released,The Big Short,7.3,2607,Adam McKay
1706,28000000,Drama History,en,Miracle,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",64445708,Released,Miracle,7,159,Gavin O'Connor
1707,28000000,Fantasy Horror Action,en,Dawn of the Dead,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",102356381,Released,Dawn of the Dead,6.8,1016,Zack Snyder
1708,35000000,Comedy,en,The Wedding Planner,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",94728529,Released,The Wedding Planner,5.5,427,Adam Shankman
1710,21000000,Comedy Drama,en,The Royal Tenenbaums,An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,71441250,Released,The Royal Tenenbaums,7.4,1286,Wes Anderson
1711,30000000,Mystery Thriller,en,Identity,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",90259536,Released,Identity,7.1,1061,James Mangold
1712,28000000,Comedy,en,Last Vegas,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,134402450,Released,Last Vegas,6.4,799,Jon Turteltaub
1713,28000000,Adventure Action Thriller,en,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,195312802,Released,For Your Eyes Only,6.3,490,John Glen
1714,28000000,Comedy Romance,en,Serendipity,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",77516304,Released,Serendipity,6.6,521,Peter Chelsom
1715,27000000,Thriller Science Fiction Action Crime,en,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",101646581,Released,Timecop,5.5,282,Peter Hyams
1716,28000000,Comedy,en,Zoolander,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.",60780981,Released,Zoolander,6.1,1337,Ben Stiller
1717,28000000,Romance,en,Safe Haven,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",97594140,Released,Safe Haven,6.9,823,Lasse Hallstr\u00f6m
1718,28000000,Comedy Family Fantasy,en,Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",39514713,Released,Hocus Pocus,6.4,471,Kenny Ortega
1719,28000000,Comedy,en,No Reservations,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",92601050,Released,No Reservations,6.1,327,Scott Hicks
1720,28000000,Action Crime,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",96188903,Released,Kick-Ass,7.1,4645,Matthew Vaughn
1721,28000000,Action Adventure Comedy,en,30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",40547440,Released,30 Minutes or Less,5.6,531,Ruben Fleischer
1722,28000000,Thriller Horror,en,Dracula 2000,"In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer), who has tangled with Count Dracula (Butler) in the past, working as an English antiques dealer. Simon (Miller) is a vampire hunter in training under his apprenticeship.",33000337,Released,Dracula 2000,4.6,148,Patrick Lussier
1723,28000000,Family Comedy,en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",100654149,Released,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,Miguel Arteta
1724,28000000,Drama Romance,en,Pride & Prejudice,"Pride & Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and five daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",121147947,Released,Pride & Prejudice,7.7,1358,Joe Wright
1725,28000000,Science Fiction Drama Thriller,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",33139618,Released,Blade Runner,7.9,3509,Ridley Scott
1726,28000000,Adventure,en,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",31596911,Released,Rob Roy,6.5,148,Michael Caton-Jones
1727,28000000,Action Drama Thriller Crime,en,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",52597999,Released,3 Days to Kill,6,883,McG
1728,21000000,Drama Crime Thriller,en,We Own the Night,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,54926886,Released,We Own the Night,6.5,323,James Gray
1731,28000000,Comedy Drama Family Fantasy Romance,en,Just My Luck,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",38159905,Released,Just My Luck,5.8,491,Donald Petrie
1732,28000000,Drama Comedy,en,"Mystery, Alaska","In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together.",8888143,Released,"Mystery, Alaska",6,69,Jay Roach
1733,28000000,Action Comedy Family,en,The Spy Next Door,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",45236543,Released,The Spy Next Door,5.5,345,Brian Levant
1734,28000000,Adventure Comedy Family Fantasy,en,A Simple Wish,"Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",8345056,Released,A Simple Wish,5.5,46,Michael Ritchie
1735,28000000,Action Horror Science Fiction,en,Ghosts of Mars,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,14010832,Released,Ghosts of Mars,4.8,296,John Carpenter
1736,28000000,Comedy Drama,en,Our Brand Is Crisis,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",7002261,Released,Our Brand Is Crisis,5.8,195,David Gordon Green
1737,28000000,Romance Horror Comedy Thriller,en,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",16374328,Released,Pride and Prejudice and Zombies,5.5,640,Burr Steers
1738,28000000,Drama,en,Kundun,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",5684789,Released,Kundun,6.8,91,Martin Scorsese
1739,27000000,Comedy Romance Drama,en,How to Lose Friends & Alienate People,"A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir ""How to Lose Friends &amp; Alienate People"".",17286299,Released,How to Lose Friends & Alienate People,6.2,244,Robert B. Weide
1740,28000000,Action Adventure Crime,en,Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",60700000,Released,Kick-Ass 2,6.3,2224,Jeff Wadlow
1741,24000000,Action,es,Alatriste,"In 17th century Spain Diego Alatriste, a brave and heroic soldier, is fighting in his King's army in the Flandes region. His best mate, Balboa, falls in a trap and, near to death, asks Diego to look after his son and teach him to be a soldier.",23321954,Released,Alatriste,5.6,61,Agust\u00edn D\u00edaz Yanes
1742,28000000,Action Crime Drama,en,Brick Mansions,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",68896829,Released,Brick Mansions,5.7,615,Camille Delamarre
1743,27500000,Adventure Action Thriller,en,Octopussy,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,187500000,Released,Octopussy,6.2,527,John Glen
